time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784286685824251136,-22.549638748168945,43.73263493859787,-79.3828635017709,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,16.79957614222702,-1.0,-1.0
1784286708407613952,0.033724069595336914,43.73263493859787,-79.3828635017709,0.0,131.84343802783047,-1.0,-1.0,46.023991238855814,44.795014,-1.0,-1.0
1784286708410086144,0.036196231842041016,43.73263421019648,-79.38286275509553,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,18.562458888819247,-1.0,-1.0
1784286714529890048,6.156000137329102,43.732634094177804,-79.38286263616622,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.89992997800817,-1.0,-1.0
1784286720540886784,12.166996955871582,43.73263409311154,-79.38286263507321,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.09466038815647,-1.0,-1.0
1784286721884142848,13.510252952575684,43.7326340930143,-79.3828626349735,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.996780369116145,-1.0,-1.0
1784286727904913920,19.53102397918701,43.73263409300805,-79.38286263496711,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.967288676780413,-1.0,-1.0
1784286733911218176,25.537328243255615,43.73263409300804,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.967289440818277,-1.0,-1.0
1784286737711635200,29.337745189666748,43.73263409300804,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.92081184776712,-1.0,-1.0
1784286743723924992,35.350035190582275,43.73263409300805,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.967544963906146,-1.0,-1.0
1784286749757921024,41.38403105735779,43.73263409300804,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.967269236476156,-1.0,-1.0
