time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784547048484777984,-0.6552529335021973,43.732616854858705,-79.38285828668492,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,18.804530893730856,-1.0,-1.0
1784547049253940224,0.11390924453735352,43.732616849281186,-79.3828582983432,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,18.987858027444194,-1.0,-1.0
1784547055263324928,6.123294115066528,43.732616685298076,-79.3828576847827,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,16.172600984349934,-1.0,-1.0
1784547061268730112,12.12869930267334,43.73261662861875,-79.38285718611456,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,18.583163163819133,-1.0,-1.0
1784547062913594880,13.773564100265503,43.73261662203625,-79.38285723557628,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,18.01508936207066,-1.0,-1.0
1784547068953671936,19.81364107131958,43.7326166240678,-79.38285708136382,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,18.195708652970087,-1.0,-1.0
1784547074963066112,25.82303524017334,43.73261662448479,-79.38285704971129,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,19.86017161416144,-1.0,-1.0
1784547080971892736,31.831861972808838,43.73261662449048,-79.38285704927937,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,19.65428159508399,-1.0,-1.0
1784547086992859904,37.85282897949219,43.73261662449063,-79.38285704926845,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,16.861913535309423,-1.0,-1.0
1784547093018435840,43.87840509414673,43.732616624490646,-79.38285704926604,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,14.735256585213447,-1.0,-1.0
1784547097582385920,48.442355155944824,43.7326269924768,-79.38287061419922,27.461494109011838,64.87149395642395,-1.0,-1.0,31.729688935888422,22.58957004840296,-1.0,-1.0
1784547099542448128,50.40241718292236,43.73261691382011,-79.38285742780764,100.22319214254773,137.63319198995984,-1.0,-1.0,30.0,19.718965099115646,-1.0,-1.0
