time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1782664545885604864,-13.327564239501953,43.73280360934396,-79.38269699214737,93.0624591904803,130.4724590378924,-1.0,-1.0,30.0,15.840748243751861,-1.0,-1.0
1782664559440349184,0.22718000411987305,43.732853178239836,-79.38260196436727,0.0,394.34140153930247,-1.0,-1.0,55.975709813281476,74.99501400000001,-1.0,-1.0
1782664559458287104,0.2451179027557373,43.732834291775866,-79.38266097690766,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,19.345286146174498,-1.0,-1.0
1782664565494812928,6.281643867492676,43.7328330214236,-79.38266494624328,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,19.77059731588076,-1.0,-1.0
1782664571539875072,12.326705932617188,43.73283300063318,-79.3826650112049,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,16.747075077130024,-1.0,-1.0
1782664572099617024,12.88644790649414,43.732833000261984,-79.38266501236477,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,16.759391552364026,-1.0,-1.0
1782664578107527936,18.89435887336731,43.732832995023216,-79.38266502873375,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,15.710718328231259,-1.0,-1.0
1782664584118556928,24.90538787841797,43.73283299295399,-79.38266503519931,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,15.956034391825686,-1.0,-1.0
1782664590133572096,30.920403003692627,43.73283299221264,-79.38266503751571,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,15.840540237008328,-1.0,-1.0
1782664590427121152,31.21395206451416,43.732832992210476,-79.38266503752247,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,15.8993870431444,-1.0,-1.0
1782664596438786048,37.22561693191528,43.73283299194701,-79.38266503834569,92.75909273231017,130.16909257972227,-1.0,-1.0,30.0,15.506634511932928,-1.0,-1.0
1782664600190765824,40.97759675979614,43.73282242315709,-79.38267598685957,93.0624591904803,130.4724590378924,-1.0,-1.0,30.0,9.332873970078692,-1.0,-1.0
