time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784719722898683136,-23.982504844665527,43.73264691772689,-79.38288103828515,99.59228225708009,137.0022821044922,-1.0,-1.0,30.0,47.328665157222694,-1.0,-1.0
1784719746776011008,-0.10517692565917969,43.73264691772689,-79.38288103828515,0.0,164.00268763641745,-1.0,-1.0,37.71317581251008,70.395014,-1.0,-1.0
1784719746980421120,0.09923315048217773,43.732617419047536,-79.38272209950668,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,19.27046963182831,-1.0,-1.0
1784719753024121088,6.142933130264282,43.732616009026465,-79.38271450231825,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,15.742694681802513,-1.0,-1.0
1784719759040268800,12.159080982208252,43.73261525649317,-79.38271044767161,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,18.6465324286897,-1.0,-1.0
1784719765047875840,18.166687965393066,43.73261516374064,-79.38270994792126,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,18.10293280417932,-1.0,-1.0
1784719771058237952,24.17705011367798,43.732615143349186,-79.38270983805218,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,19.967310523024846,-1.0,-1.0
1784719777071459072,30.190271139144897,43.73261514328257,-79.38270983769333,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,19.967323598103544,-1.0,-1.0
1784719783084296960,36.2031090259552,43.732615143282366,-79.38270983769213,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,19.967386260538365,-1.0,-1.0
1784719789103328000,42.222140073776245,43.73261514328236,-79.38270983769213,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,19.455355172532382,-1.0,-1.0
1784719795115795968,48.23460817337036,43.73261514328236,-79.38270983769212,93.07450367396356,130.48450352137567,-1.0,-1.0,30.0,19.913213981248347,-1.0,-1.0
