time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw
1784286556137728256,0.05236315727233887,-0.13461418449878693,0.037042587995529175,0.10263641923666,0.09678371250629425,0.3622964322566986,-0.9270244240760803,-0.10810574889183044,0.06084504723548889,0.006217539310455322,0.9653688581422943,-0.1904218542860105,0.015077096927835551,0.17769438849871458,-0.3707305262762316,0.1040256846259943,0.383586383420058
1784286556147647488,0.06228232383728027,-0.07438333332538605,0.11925756931304932,0.036108795553445816,0.0979001373052597,0.36302223801612854,-0.9266231060028076,-0.0503995344042778,0.06986957788467407,0.011797726154327393,0.9652771859189694,-0.19090751814165136,0.015580607384583656,0.17762769327944514,-0.3715093728174546,0.1052620878674668,0.3837614526852602
1784286556157567232,0.07220220565795898,-0.15957938134670258,0.11093636602163315,0.0013234153157100081,0.09893204271793365,0.3641900420188904,-0.9260551333427429,0.003011927008628845,0.02387148141860962,0.04655379056930542,0.9651980187609693,-0.1916102920135007,0.01606051379753922,0.177257946376729,-0.3727629701895662,0.10642804111160341,0.38333835784038045
1784286556167486208,0.08212113380432129,-0.1540360152721405,0.19601957499980927,0.011041822843253613,0.10035999864339828,0.3655327260494232,-0.9253721833229065,0.031063951551914215,0.00208204984664917,0.053469717502593994,0.9651207818705471,-0.1924398213411919,0.016757629110083043,0.1767142688408812,-0.374205061734553,0.1080314134206871,0.3826607026159525
1784286556177404160,0.09203910827636719,-0.2916547358036041,0.1319679170846939,0.014489350840449333,0.101748026907444,0.36790895462036133,-0.9242782592773438,0.0737585499882698,-0.020588427782058716,0.08156591653823853,0.9649083408429784,-0.19380736067614657,0.01730801408697807,0.1763264670828708,-0.376759248642679,0.10964228513007192,0.3824119869233207
1784286556187324160,0.1019589900970459,-0.3099466562271118,0.020148709416389465,0.041154250502586365,0.10263490676879883,0.3704735040664673,-0.9231551885604858,0.13653135299682617,0.016840308904647827,0.04084622859954834,0.9646208699974151,-0.19523216145465686,0.01751637995900476,0.1763069579737723,-0.3795187595986947,0.11072368338552613,0.3828435131592158
1784286556197243136,0.1118781566619873,-0.2784019708633423,0.011478446424007416,0.12315221130847931,0.10295769572257996,0.37318968772888184,-0.9220244884490967,0.024605773389339447,0.027414560317993164,0.026531994342803955,0.9642894797656216,-0.19668667350141447,0.017381113512385322,0.1765164046812448,-0.38244471253463025,0.11120414319264593,0.3836468649010734
1784286556207163136,0.12179803848266602,-0.16976392269134521,0.005131866782903671,0.09523003548383713,0.10340052843093872,0.37521088123321533,-0.9211542010307312,-0.06780177354812622,0.07577788829803467,-0.008411169052124023,0.964029693868775,-0.197790261574242,0.01737521459425217,0.17670254191955095,-0.38462426696819846,0.11178311724560643,0.38435487030357174
1784286556217083136,0.13171815872192383,0.05141966789960861,0.00274860393255949,0.060188062489032745,0.1036728098988533,0.37572818994522095,-0.9209127426147461,-0.035115063190460205,0.21225398778915405,-0.029267311096191406,0.9638991621620868,-0.19809423461338077,0.017387044093487434,0.17707252868136747,-0.3851824208095111,0.11210415892438728,0.385240777287628
1784286556227002112,0.14163708686828613,0.2877664268016815,-0.007949047721922398,0.03716344013810158,0.10384165495634079,0.37411069869995117,-0.9215520024299622,-0.032873041927814484,0.22647523880004883,-0.018648743629455566,0.9640921831403565,-0.19726206240076355,0.017654239021194593,0.17692460250019434,-0.3834376401785246,0.11220796374629073,0.38479141754855795
1784286556236922368,0.15155720710754395,0.3879603445529938,-0.0014411183074116707,0.0006342892302200198,0.10385512560606003,0.37090805172920227,-0.9228441715240479,-0.05417252331972122,0.15785476565361023,0.0032579898834228516,0.9644554009625456,-0.1955867259691971,0.017993029019420976,0.1767711341751331,-0.37998662893124063,0.11206657928031868,0.38412154024132383
1784286556246842112,0.16147708892822266,0.388689786195755,0.04781164973974228,-0.048181187361478806,0.10393524169921875,0.36735573410987854,-0.9242549538612366,-0.05226898193359375,0.10217246413230896,0.04840046167373657,0.9648803183582194,-0.19373386578098042,0.018431250962535183,0.17644654506699622,-0.37616436071394027,0.11198255229780152,0.3830760086245014
1784286556256761088,0.17139601707458496,0.21064519882202148,0.09229633212089539,-0.04206576943397522,0.10440639406442642,0.3645801544189453,-0.9253003001213074,-0.004262968897819519,-0.0053424835205078125,0.06804627180099487,0.9652605780349869,-0.19232032583452655,0.01904581254473129,0.17584737258983,-0.3731818751066297,0.11235990501658043,0.3816334970681433
1784286556266681088,0.18131613731384277,-0.037411466240882874,0.03965042904019356,0.013546625152230263,0.10502135753631592,0.36382314562797546,-0.9255286455154419,0.06177246570587158,-0.14644643664360046,0.058737874031066895,0.965373394518256,-0.19197943421574656,0.01948289773615831,0.17555217161480713,-0.372369050994754,0.1129884661293963,0.3810717132649513
1784286556276600064,0.19123506546020508,-0.10294520854949951,0.0045686084777116776,0.06102360039949417,0.10526014119386673,0.36475300788879395,-0.9251354336738586,0.08832810819149017,-0.11812520027160645,0.04888421297073364,0.9652821721494441,-0.19248623240714477,0.019527880969758514,0.17549388274760988,-0.3733675233567447,0.11329090077490502,0.3811038574346186
1784286556286520320,0.2011551856994629,-0.0711827501654625,0.011950358748435974,0.013149548321962357,0.10565540939569473,0.3654315173625946,-0.9248225688934326,0.11159922927618027,0.0626080334186554,0.04493975639343262,0.96523306328532,-0.19287486163025663,0.019698136497426376,0.1753178864013667,-0.3740963384928724,0.1137508143620382,0.38089882955587334
1784286556296440064,0.2110750675201416,0.1537724733352661,-9.04398038983345e-05,0.07717466354370117,0.10596688836812973,0.36501315236091614,-0.9249520897865295,0.17642751336097717,0.07886499166488647,0.036066651344299316,0.9652904523341326,-0.19268411964183357,0.019919169939724,0.17518652485397634,-0.37364691867585986,0.11406741967151751,0.380647957829682
1784286556306359040,0.2209939956665039,0.3302071690559387,-0.08737368136644363,0.06741391867399216,0.10579057782888412,0.3627574145793915,-0.925859272480011,0.16888287663459778,0.13104751706123352,0.030046284198760986,0.9655106574321028,-0.19149260868375148,0.020023340836099815,0.17526806178487714,-0.3712251538566897,0.11376864131440526,0.38053194010602986
1784286556316279296,0.23091411590576172,0.5670608282089233,-0.1504279375076294,0.07815491408109665,0.1049041897058487,0.358615517616272,-0.9275721311569214,0.0828552171587944,0.20437276363372803,-0.0022221803665161133,0.9659570682213807,-0.1892493630677818,0.01996561754378142,0.17525112883855756,-0.36678434648513525,0.11261693481711176,0.379859583887991
1784286556326199040,0.24083399772644043,0.801682710647583,-0.11748463660478592,0.015428414568305016,0.10390413552522659,0.35217738151550293,-0.9301478266716003,-0.031241774559020996,0.25396275520324707,-0.025342285633087158,0.966649395747453,-0.18580262115731344,0.02008646751332901,0.1751078463696219,-0.35989652215752793,0.11124592384337807,0.3786694502757374
1784286556336118272,0.25075316429138184,0.9621253609657288,-0.06366164982318878,-0.0355968177318573,0.10295628011226654,0.3439931273460388,-0.9333106279373169,-0.11082981526851654,0.17033487558364868,-0.028664469718933105,0.9675466423144035,-0.18145689320654373,0.02044701784172394,0.17466790753715103,-0.35116627386745475,0.10986875622323504,0.37671679053425106
1784286556346038016,0.26067304611206055,0.7233564257621765,0.02093419060111046,-0.08642911165952682,0.10255918651819229,0.33609944581985474,-0.9362258315086365,-0.1414843499660492,0.004965037107467651,0.07382959127426147,0.9684355835078888,-0.17731761732070533,0.02110820683297452,0.1739119679738753,-0.3427723369389006,0.10911029482433322,0.374276232647006
1784286556355958272,0.27059316635131836,0.3363930583000183,0.08919960260391235,-0.05582282692193985,0.10284656286239624,0.33118975162506104,-0.937942385673523,-0.06538623571395874,-0.22569048404693604,0.10594165325164795,0.969019203720475,-0.17479092869629592,0.021838782321749035,0.17312729465345347,-0.3375642118634017,0.10921493716462398,0.37222262121967736
1784286556365877248,0.28051209449768066,-0.04373481124639511,0.08751488476991653,0.009395589120686054,0.10359402745962143,0.3299368619918823,-0.9383016228675842,0.08189181238412857,-0.2958792448043823,0.09186607599258423,0.9692184247408177,-0.17420091709245028,0.022432686129781613,0.1725297416870395,-0.33623669515565996,0.10996054368308748,0.37100863153254504
1784286556375797248,0.2904322147369385,-0.24862152338027954,-0.03521566838026047,0.07888485491275787,0.10413925349712372,0.3313882052898407,-0.9377296566963196,0.1692066788673401,-0.1515786349773407,0.10536271333694458,0.9691026432298695,-0.17499742494039697,0.022607115894029167,0.17235118055388618,-0.3377745428202525,0.1106014695796818,0.37088934476951035
1784286556385716224,0.3003511428833008,-0.2170601338148117,-0.14187154173851013,0.10986647009849548,0.10355778783559799,0.3336699903011322,-0.9369845986366272,0.0811803787946701,0.08788454532623291,0.0996585488319397,0.9688682757286621,-0.17612689826509806,0.022068538298914458,0.1725879796663264,-0.34019402048973724,0.11007565053122949,0.37149381779831225
1784286556395635968,0.3102710247039795,-0.06599903851747513,-0.20028744637966156,0.07068122178316116,0.10234139114618301,0.33476272225379944,-0.9367284178733826,-0.10253977030515671,0.32769760489463806,0.04262441396713257,0.9687706926589993,-0.17658090965202397,0.02132982347473114,0.17276493605785154,-0.34135341977867706,0.10882245508950232,0.37173184824759364
1784286556405556224,0.3201911449432373,0.011833708733320236,-0.1273368000984192,-0.022006109356880188,0.10069084167480469,0.33495935797691345,-0.9368370175361633,-0.2874584197998047,0.31910863518714905,0.02364426851272583,0.9688134387326507,-0.17652524091783933,0.020502102202299106,0.17268186513192704,-0.34156210757132294,0.10706855360858025,0.37125870260192245
1784286556415475200,0.3301100730895996,0.04030482843518257,0.125935360789299,-0.15707680583000183,0.10044636577367783,0.33482083678245544,-0.9369127750396729,-0.2645241320133209,0.052370935678482056,-0.0022351741790771484,0.9689956019538328,-0.1764113003804749,0.020558936780518487,0.17176714279577374,-0.34141509875869247,0.10680200130358763,0.36930941053654665
1784286556425395200,0.3400301933288574,-0.02203843742609024,0.14402702450752258,-0.15114115178585052,0.10133203864097595,0.3348867893218994,-0.9367938041687012,0.009874008595943451,-0.0406821072101593,0.017467021942138672,0.9691835497222144,-0.1765014046609981,0.021221309942113714,0.17052937307900332,-0.3414850932252915,0.10775004413617463,0.36693353900346903
