time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784115096903919104,-6.855022192001343,43.73266002789468,-79.38288878202974,99.5922745553022,137.0022744027143,-1.0,-1.0,30.0,23.493405331017847,-1.0,-1.0
1784115103784285184,0.025343894958496094,43.73266002789468,-79.38288878202974,99.5922745553022,137.0022744027143,-1.0,-1.0,30.0,23.493405331017847,-1.0,-1.0
1784115103815755008,0.056813716888427734,43.73267276323446,-79.38284788786997,100.51375297932742,137.92375282673953,-1.0,-1.0,36.01778470006751,19.292218735893638,-1.0,-1.0
1784115109940217088,6.181275844573975,43.732673685738945,-79.38284492563675,103.57290621821221,140.98290606562432,-1.0,-1.0,41.710489619703075,19.691932694243114,-1.0,-1.0
1784115115959052032,12.200110912322998,43.73267371473342,-79.38284483253325,-13.164160033072044,24.245839814340066,-1.0,-1.0,47.425660613320034,19.967229561024293,-1.0,-1.0
1784115121967710976,18.20876979827881,43.732673714828366,-79.3828448322284,-9.261877304376274,28.148122543035836,-1.0,-1.0,52.99042729005365,19.967321559111287,-1.0,-1.0
1784115127983634944,24.224693775177002,43.73267371482867,-79.38284483222739,10.694737435451664,48.10473728286377,-1.0,-1.0,58.31583402901723,19.967452880743704,-1.0,-1.0
1784115134007984128,30.249042987823486,43.73264896481314,-79.38284890650903,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,18.42971032488148,-1.0,-1.0
1784115140017245952,36.258304834365845,43.732645066426855,-79.38284954825097,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,18.83127642882402,-1.0,-1.0
1784115146025487872,42.26654672622681,43.73264456915272,-79.38284963011095,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,19.96726247509681,-1.0,-1.0
