time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784373717827846912,-11.42776894569397,43.732634590325944,-79.38286310818508,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,14.77675424682567,-1.0,-1.0
1784373728278392576,-0.9772233963012695,43.732634590325944,-79.38286310818508,144.90827265162363,144.90827265162363,-1.0,-1.0,30.198919540110623,16.495013999999998,-1.0,-1.0
1784373729346287872,0.09067201614379883,43.732634286352926,-79.38286281894253,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,15.636172901628623,-1.0,-1.0
1784373735357020928,6.101404905319214,43.73263413252448,-79.38286267256858,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,17.839470255765065,-1.0,-1.0
1784373741368901120,12.113285064697266,43.73263409469744,-79.38286263657463,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.567810813611576,-1.0,-1.0
1784373742292273920,13.03665804862976,43.73263409321095,-79.38286263516017,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.993858944452914,-1.0,-1.0
1784373748299823872,19.04420804977417,43.73263409300869,-79.38286263496772,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.967407103179443,-1.0,-1.0
1784373754322823168,25.067207098007202,43.73263409300803,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.967286612602045,-1.0,-1.0
1784373760332542976,31.076926946640015,43.73263409300803,-79.38286263496708,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.8408785554563,-1.0,-1.0
1784373761685079040,32.429463148117065,43.73263409300803,-79.38286263496708,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.999495714211733,-1.0,-1.0
1784373767718117888,38.462502002716064,43.73263409300803,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,17.95022374523729,-1.0,-1.0
1784373773727550976,44.47193503379822,43.73263409300804,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.967358957353994,-1.0,-1.0
1784373779384985088,50.129369020462036,43.73263409300803,-79.38286263496708,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.736018238033502,-1.0,-1.0
