time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784114865676795904,-23.93113613128662,43.732671344644885,-79.38284800086831,99.65202711641933,137.06202696383144,-1.0,-1.0,58.7561858363176,19.099051414794502,-1.0,-1.0
1784114889636209920,0.028277873992919922,43.732671344644885,-79.38284800086831,0.0,135.01982698214115,-1.0,-1.0,68.90412492550465,20.995013999999998,-1.0,-1.0
1784114889646373120,0.03844094276428223,43.73267281206832,-79.38284603910567,99.65210542452397,137.06210527193608,-1.0,-1.0,69.98501402134605,15.736810331914315,-1.0,-1.0
1784114895755601920,6.147669792175293,43.73267335260323,-79.38284531647776,99.65210542452397,137.06210527193608,-1.0,-1.0,72.89880097066788,15.47588981397491,-1.0,-1.0
1784114901789691904,12.18175983428955,43.73267371259358,-79.38284483521545,67.98075166997754,105.39075151738965,-1.0,-1.0,76.05582127934012,19.93819995262591,-1.0,-1.0
1784114903707618048,14.099685907363892,43.732673713796586,-79.38284483360718,64.52843093903799,101.9384307864501,-1.0,-1.0,77.09592074731452,14.89829836368053,-1.0,-1.0
1784114909714905088,20.10697293281555,43.73267371482529,-79.38284483223191,23.618656914060267,61.02865676147238,-1.0,-1.0,80.4022320565916,19.967221925969888,-1.0,-1.0
1784114915724605952,26.116673946380615,43.73267371482866,-79.3828448322274,-108.48285455510882,-71.0728547076967,-1.0,-1.0,83.75391869692231,19.962228520041947,-1.0,-1.0
1784114921741341184,32.13340902328491,43.73267371482867,-79.38284483222739,-176.00125121242797,-138.59125136501586,-1.0,-1.0,87.19389942166285,18.54276865887022,-1.0,-1.0
1784114927751432960,38.14350080490112,43.732673714828664,-79.38284483222739,-289.0014019279466,-251.59140208053446,-1.0,-1.0,90.7416081945972,18.561558291081166,-1.0,-1.0
1784114933763186944,44.15525484085083,43.732673714828664,-79.38284483222739,-280.5134302124232,-243.1034303650111,-1.0,-1.0,94.30497287372857,19.96727697514219,-1.0,-1.0
1784114937128758784,47.52082681655884,43.73267371482868,-79.3828448322274,-211.9718706522715,-174.56187080485938,-1.0,-1.0,96.33218022262166,19.68716643792727,-1.0,-1.0
