time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw
1784028446041917440,0.2500936985015869,7.327284812927246,1.2511162757873535,-1.3325605392456055,0.09979277104139328,0.34951603412628174,-0.9316007494926453,0.02308625727891922,0.16620051860809326,0.5128385424613953,-0.4371669994191031,0.03363172068674187,-0.18184756347575737,0.8801621630218696,-0.3570545228898436,0.10671275629322467,-2.2003279988546063
1784028446051837696,0.2600138187408447,8.431035995483398,1.0985193252563477,-1.3228859901428223,0.10677935928106308,0.2772868871688843,-0.9548351764678955,0.11346600204706192,0.24969065189361572,0.483689546585083,-0.43122256301932754,0.01257233633531639,-0.14974766157618227,0.889643045529738,-0.28096910430194555,0.11136743493585531,-2.223138974778769
1784028446061756672,0.26993274688720703,9.814085960388184,0.8060514330863953,-1.2556651830673218,0.1128976121544838,0.19150444865226746,-0.9749770164489746,0.1778433620929718,0.36722663044929504,0.4561476707458496,-0.4249331794990647,-0.010145895945260353,-0.11139368538636106,0.8982875048151895,-0.19269474366209988,0.11528172636328353,-2.246729859606082
1784028446071676416,0.27985262870788574,11.523002624511719,0.4997812807559967,-1.21201491355896,0.11756166815757751,0.08898819237947464,-0.989070475101471,0.19278684258460999,0.48066818714141846,0.45678287744522095,-0.4179552449991815,-0.034817124413952565,-0.06521152531744648,0.9054549093901416,-0.08910606054980318,0.1183057124857925,-2.2714000812393893
1784028446081596672,0.28977274894714355,13.026905059814453,0.2917610704898834,-1.3342342376708984,0.12100967019796371,-0.03058304823935032,-0.9921801090240479,0.1984788477420807,0.6103712320327759,0.5234453678131104,-0.4092521245813732,-0.06157495660784736,-0.010884782014488576,0.9102761678699733,0.030587817816726495,0.12136401636485851,-2.298423401394915
1784028446091516416,0.29969263076782227,14.095044136047363,0.1664431244134903,-1.5350749492645264,0.12456844747066498,-0.1618167757987976,-0.978926956653595,0.25783205032348633,0.6720554232597351,0.6501764059066772,-0.3976784017234078,-0.08991144499746545,0.04952213750700084,0.9117649926831208,0.1625314218212578,0.12656975096023929,-2.329339015152188
1784028446101436672,0.3096127510070801,14.556140899658203,-0.11624952405691147,-1.5564548969268799,0.1285824328660965,-0.297902911901474,-0.9458966255187988,0.3966708481311798,0.6496179699897766,0.7910809516906738,-0.3831499056837376,-0.1187181605096014,0.11383185524525764,0.9089248141416251,0.3024950532475363,0.13510893221921555,-2.364339411071962
1784028446111355648,0.3195316791534424,12.978472709655762,-0.5013559460639954,-1.4313305616378784,0.13112282752990723,-0.4232870638370514,-0.8964568376541138,0.5132100582122803,0.3387991487979889,1.1157408952713013,-0.3671341947783015,-0.14430283153331916,0.1759212078858668,0.9019095949443151,0.4370703755516087,0.14523796135915953,-2.4007404605698386
1784028446121275648,0.3294517993927002,10.005525588989258,-0.8212965726852417,-2.038959503173828,0.13357804715633392,-0.5199928879737854,-0.8436612486839294,0.5525791645050049,-0.7665213942527771,0.9925870299339294,-0.3502415734373703,-0.16355300663652564,0.22675932539089072,0.8939583116891923,0.5468426293183537,0.15702787550193903,-2.438900824296027
1784028446131195648,0.3393716812133789,8.656373977661133,-1.839095950126648,-1.513029932975769,0.13419216871261597,-0.594031035900116,-0.7931706309318542,0.7902920842170715,-1.3375790119171143,0.5550419092178345,-0.33199777270966674,-0.17634389180485743,0.26891918413489346,0.8867710170101761,0.6360605948106628,0.16759744594221967,-2.4804113063225235
