time,seconds_elapsed,magneticBearing
1782985420137642240,0.20714211463928223,34.52137756347656
1782985420147561984,0.21706199645996094,34.50965118408203
1782985420157482240,0.22698211669921875,34.544864654541016
1782985420167401984,0.23690199851989746,34.66031265258789
1782985420177321216,0.24682116508483887,34.874149322509766
1782985420187240960,0.2567410469055176,35.20911407470703
1782985420197161216,0.2666611671447754,35.6875114440918
1782985420207080960,0.2765810489654541,36.30242156982422
1782985420217001216,0.2865011692047119,37.14005661010742
1782985420226920960,0.2964210510253906,38.0961799621582
1782985420236840192,0.30634021759033203,39.14394760131836
1782985420246760192,0.31626009941101074,41.52181625366211
1782985420256680192,0.32618021965026855,42.54911804199219
1782985420266600192,0.33610010147094727,43.51838302612305
1782985420276520192,0.3460202217102051,44.57697296142578
1782985420286440192,0.3559401035308838,45.681819915771484
1782985420296359168,0.3658590316772461,46.81061553955078
1782985420306279168,0.3757791519165039,48.002384185791016
1782985420316199168,0.3856990337371826,49.288543701171875
1782985420326119168,0.39561915397644043,50.57705307006836
1782985420336039168,0.40553903579711914,51.84666061401367
1782985420345959168,0.41545915603637695,53.0561637878418
1782985420355879168,0.42537903785705566,54.20000076293945
1782985420365798144,0.43529820442199707,55.393489837646484
1782985420375718144,0.4452180862426758,56.46904373168945
1782985420385638144,0.4551382064819336,57.590389251708984
1782985420395558144,0.4650580883026123,58.73769760131836
1782985420405478144,0.4749782085418701,61.93513107299805
1782985420415398144,0.48489809036254883,63.00014877319336
1782985420425317120,0.49481701850891113,64.01417541503906
1782985420435237120,0.504737138748169,65.0298080444336
1782985420445157120,0.5146570205688477,66.05970764160156
1782985420455077120,0.5245771408081055,68.27656555175781
1782985420464997120,0.5344970226287842,70.065185546875
1782985420474917120,0.544417142868042,71.64328002929688
1782985420484836096,0.5543360710144043,72.96721649169922
1782985420494756096,0.5642561912536621,74.32401275634766
1782985420504676096,0.5741760730743408,75.93730926513672
1782985420514596096,0.5840961933135986,76.93270111083984
1782985420524516096,0.5940160751342773,77.67134094238281
1782985420534436352,0.6039361953735352,78.41326904296875
1782985420544356096,0.6138560771942139,79.0549087524414
1782985420554275072,0.6237750053405762,79.84265899658203
1782985420564195072,0.633695125579834,80.7493667602539
1782985420574115072,0.6436150074005127,81.7707748413086
1782985420584035072,0.6535351276397705,83.00939178466797
1782985420593955072,0.6634550094604492,84.24635314941406
1782985420603875072,0.673375129699707,85.5210952758789
1782985420613794048,0.6832940578460693,86.82823944091797
1782985420623713280,0.6932132244110107,88.07801055908203
1782985420633633280,0.7031333446502686,89.25736236572266
1782985420643553280,0.7130532264709473,90.44706726074219
1782985420653473280,0.7229733467102051,91.62570190429688
1782985420663393280,0.7328932285308838,92.87520599365234
1782985420673312256,0.7428121566772461,94.00251770019531
1782985420683232256,0.7527322769165039,95.1374740600586
1782985420693152256,0.7626521587371826,96.36493682861328
1782985420703072256,0.7725722789764404,97.72763061523438
1782985420712992256,0.7824921607971191,99.25703430175781
1782985420722912256,0.792412281036377,100.95992279052734
1782985420732831232,0.8023312091827393,102.76141357421875
1782985420742751232,0.8122513294219971,104.64185333251953
1782985420752671232,0.8221712112426758,106.49774169921875
1782985420762591488,0.8320913314819336,108.283935546875
1782985420772511232,0.8420112133026123,109.987548828125
1782985420782431488,0.8519313335418701,111.54832458496094
1782985420792350208,0.8618502616882324,113.1122055053711
1782985420802270208,0.8717701435089111,114.75253295898438
1782985420812190208,0.881690263748169,116.35920715332031
1782985420822110208,0.8916101455688477,117.89936065673828
1782985420832030208,0.9015302658081055,119.42749786376953
1782985420841950208,0.9114501476287842,120.9869613647461
1782985420851870208,0.921370267868042,122.71288299560547
1782985420861789184,0.9312891960144043,124.5576400756836
1782985420871709440,0.9412093162536621,126.45636749267578
1782985420881629184,0.9511291980743408,128.290771484375
1782985420891549440,0.9610493183135986,129.9958038330078
1782985420901469184,0.9709692001342773,131.6775360107422
1782985420911389440,0.9808893203735352,133.43649291992188
1782985420921308160,0.9908082485198975,135.24595642089844
1782985420931228160,1.0007281303405762,137.09727478027344
1782985420941148160,1.010648250579834,139.01345825195312
1782985420951068160,1.0205681324005127,140.8743896484375
1782985420960988160,1.0304882526397705,142.3961181640625
1782985420970908160,1.0404081344604492,143.68075561523438
1782985420980827392,1.0503273010253906,144.87216186523438
1782985420990747136,1.0602471828460693,145.82763671875
