time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784286555493850112,-0.591515064239502,43.73263409300803,-79.38286263496708,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,17.2644653969929,-1.0,-1.0
1784286561506045952,5.420680999755859,43.73263409300803,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.924244563668726,-1.0,-1.0
1784286567514456064,11.429090976715088,43.73263409300804,-79.38286263496711,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,17.721271151997723,-1.0,-1.0
1784286569378323200,13.29295802116394,43.73263409300804,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.99783533676923,-1.0,-1.0
1784286575385656832,19.300291776657104,43.73263409300804,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,19.848316365678563,-1.0,-1.0
1784286581403679744,25.318314790725708,43.73263409300803,-79.38286263496708,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,16.685659924081357,-1.0,-1.0
1784286587418919936,31.333554983139038,43.73263409300804,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,18.847041464900585,-1.0,-1.0
1784286587620731904,31.535366773605347,43.73263409300803,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,18.85010896842798,-1.0,-1.0
1784286593635704064,37.55033898353577,43.73263409300803,-79.3828626349671,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,18.117090041969814,-1.0,-1.0
1784286599649425920,43.56406092643738,43.73263409300805,-79.38286263496711,109.54063982386816,146.95063967128027,-1.0,-1.0,30.0,15.73770153761747,-1.0,-1.0
