time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1782664719850501888,-5.1689229011535645,43.73283033831393,-79.38266731074523,93.0624591904803,130.4724590378924,-1.0,-1.0,30.0,7.2102811208795625,-1.0,-1.0
1782664725197854976,0.17843008041381836,43.73269729942833,-79.38286895271261,0.0,120.19844404712333,-1.0,-1.0,300.0,54.595014,-1.0,-1.0
1782664725567471872,0.5480470657348633,43.73269729759906,-79.38286895568783,84.44021650300111,121.85021635041322,-1.0,-1.0,300.5147927238076,32.3395722362457,-1.0,-1.0
1782664759131778048,34.11235308647156,43.73266672789681,-79.38282389314071,95.74151622148696,133.15151606889907,-1.0,-1.0,30.0,27.8453165950421,-1.0,-1.0
1782664764842211072,39.82278609275818,43.73267717802072,-79.38283929860994,118.94225692749023,156.35225677490234,-1.0,-1.0,300.0,29.23425327132055,-1.0,-1.0
