time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1783423421040712960,-66.29118633270264,43.732609025863155,-79.38258886320577,93.0230223083496,130.4330221557617,-1.0,-1.0,227.998821905187,5.763679304577468,-1.0,-1.0
1783423487452316160,0.12041687965393066,43.73260428421546,-79.38256019104178,0.0,128.39,-1.0,-1.0,233.79599531707765,6.295014,-1.0,-1.0
1783423487452672000,0.1207728385925293,43.732604284214474,-79.38256019103667,93.02269424438475,130.43269409179686,-1.0,-1.0,111.51839812683107,6.174919243991056,-1.0,-1.0
1783423487474552064,0.1426529884338379,43.732604217227625,-79.3825602985671,93.02230895996092,130.43230880737303,-1.0,-1.0,111.5184149957783,6.174860368593444,-1.0,-1.0
1783423538889442816,51.55754375457764,43.73264728449544,-79.38251817495556,93.02243103027342,130.43243087768553,-1.0,-1.0,30.0,106.4543324946045,-1.0,-1.0
