time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784201688931429888,-4.119621276855469,43.73264456752075,-79.38284963037958,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,19.537940226446487,-1.0,-1.0
1784201694970364928,1.919313907623291,43.73264456752076,-79.3828496303796,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,18.193220433421423,-1.0,-1.0
1784201700982709760,7.931658744812012,43.73264456752076,-79.3828496303796,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,19.755216883193604,-1.0,-1.0
1784201706997467904,13.946416854858398,43.732644567520765,-79.38284963037961,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,18.594322060711693,-1.0,-1.0
1784201713009961216,19.95890998840332,43.732644567520744,-79.38284963037958,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,19.459060171548586,-1.0,-1.0
1784201719048153856,25.997102737426758,43.73264456752075,-79.3828496303796,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,19.939284411274627,-1.0,-1.0
1784201725063469056,32.012417793273926,43.73264456752075,-79.38284963037958,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,17.631123583138436,-1.0,-1.0
1784201731074341888,38.02329087257385,43.73264456752075,-79.38284963037958,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,15.06691293187688,-1.0,-1.0
1784201737083808000,44.03275680541992,43.73264456752075,-79.38284963037958,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,19.967290594257683,-1.0,-1.0
1784201743096178176,50.04512691497803,43.73264456752075,-79.3828496303796,105.49100520486672,142.90100505227883,-1.0,-1.0,30.0,19.96352443851665,-1.0,-1.0
