time,seconds_elapsed,x,y,z
1783423556164834048,0.014152050018310547,0.23046875,0.6524658203125,-0.775421142578125
1783423556174754048,0.02407217025756836,0.220428466796875,0.639312744140625,-0.7785797119140625
1783423556184674048,0.03399205207824707,0.2174072265625,0.651092529296875,-0.7741546630859375
1783423556194593024,0.043910980224609375,0.2147369384765625,0.6576995849609375,-0.764007568359375
1783423556204513024,0.05383110046386719,0.2027130126953125,0.6469268798828125,-0.7510528564453125
1783423556214433024,0.0637509822845459,0.1814727783203125,0.640625,-0.725128173828125
1783423556224352000,0.0736701488494873,0.1752166748046875,0.614288330078125,-0.7079925537109375
1783423556234272000,0.08359003067016602,0.1635284423828125,0.610504150390625,-0.7030181884765625
1783423556244191232,0.09350919723510742,0.1548309326171875,0.6295318603515625,-0.6976318359375
1783423556254110976,0.10342907905578613,0.15960693359375,0.6670989990234375,-0.711029052734375
1783423556264031232,0.11334919929504395,0.159820556640625,0.736083984375,-0.7070770263671875
1783423556273950208,0.12326812744140625,0.1397705078125,0.7734222412109375,-0.68719482421875
1783423556283869952,0.13318800926208496,0.1098175048828125,0.7664337158203125,-0.6446685791015625
1783423556293789184,0.14310717582702637,0.0996551513671875,0.7410736083984375,-0.620086669921875
1783423556303708928,0.15302705764770508,0.10894775390625,0.730560302734375,-0.6103057861328125
1783423556313629184,0.1629471778869629,0.1109771728515625,0.73980712890625,-0.617462158203125
1783423556323548160,0.1728661060333252,0.1033172607421875,0.7602996826171875,-0.625579833984375
1783423556333467904,0.1827859878540039,0.102142333984375,0.7860565185546875,-0.6387786865234375
1783423556343387136,0.1927051544189453,0.1038665771484375,0.81536865234375,-0.640167236328125
1783423556353307136,0.20262503623962402,0.1007080078125,0.83038330078125,-0.62109375
1783423556363227136,0.21254515647888184,0.1057586669921875,0.816558837890625,-0.6009979248046875
1783423556373146112,0.22246408462524414,0.1052093505859375,0.8158416748046875,-0.5803070068359375
1783423556383066112,0.23238420486450195,0.0780029296875,0.83349609375,-0.557403564453125
1783423556392985088,0.24230313301086426,0.0488433837890625,0.8902587890625,-0.5170135498046875
1783423556402905088,0.25222301483154297,0.0388031005859375,0.9338531494140625,-0.477996826171875
1783423556412825088,0.2621431350708008,0.061431884765625,0.9710235595703125,-0.466339111328125
1783423556422744064,0.2720620632171631,0.1130523681640625,1.0208587646484375,-0.4245758056640625
1783423556432664064,0.2819821834564209,0.0669708251953125,0.9027557373046875,-0.3817138671875
1783423556442583040,0.2919011116027832,0.0480194091796875,0.8040008544921875,-0.2840423583984375
1783423556452503040,0.3018209934234619,0.1346282958984375,0.6862030029296875,-0.3337249755859375
1783423556462423040,0.3117411136627197,0.19036865234375,0.6712799072265625,-0.3523712158203125
1783423556472342016,0.32166004180908203,0.2286834716796875,0.7801361083984375,-0.4024810791015625
1783423556482262016,0.33158016204833984,0.222320556640625,0.9723968505859375,-0.502471923828125
1783423556492180992,0.34149909019470215,0.1819000244140625,1.2948150634765625,-0.5704498291015625
1783423556502101248,0.35141921043395996,0.1472625732421875,1.656982421875,-0.6302032470703125
1783423556512020992,0.36133909225463867,0.178314208984375,1.74334716796875,-0.5841827392578125
1783423556521939968,0.371258020401001,0.3206024169921875,1.45086669921875,-0.35443115234375
1783423556531860224,0.3811781406402588,0.530059814453125,0.8330535888671875,0.12164306640625
1783423556541779968,0.3910980224609375,0.686004638671875,-0.1614837646484375,0.6021728515625
1783423556551699200,0.4010171890258789,0.925018310546875,-1.8094024658203125,0.4029693603515625
1783423556561618944,0.4109370708465576,0.7070159912109375,-2.648468017578125,0.1722412109375
1783423556571537920,0.4208559989929199,0.0643157958984375,-1.4613800048828125,-0.361083984375
1783423556581458176,0.43077611923217773,0.0376434326171875,-0.4713897705078125,-0.9278564453125
1783423556591376896,0.44069504737854004,0.2180938720703125,0.0161285400390625,-1.24493408203125
1783423556601297152,0.45061516761779785,0.3880157470703125,0.218109130859375,-1.4031829833984375
1783423556611216896,0.46053504943847656,0.46929931640625,0.25823974609375,-1.3902587890625
1783423556621134336,0.47045230865478516,0.4244537353515625,0.1935882568359375,-1.278961181640625
1783423556631054336,0.48037242889404297,0.256561279296875,-0.0145263671875,-1.09173583984375
1783423556640974336,0.4902923107147217,0.085601806640625,-0.3603973388671875,-0.690948486328125
1783423556650893312,0.500211238861084,-0.0223236083984375,-0.8603363037109375,-0.505889892578125
1783423556660813312,0.5101313591003418,-0.081390380859375,-1.1781768798828125,-0.392333984375
1783423556670732288,0.5200502872467041,-0.138214111328125,-1.2542572021484375,-0.4753875732421875
1783423556680652288,0.5299704074859619,-0.1408233642578125,-1.02716064453125,-0.664215087890625
1783423556690572288,0.5398902893066406,-0.1501617431640625,-0.7234039306640625,-0.8786163330078125
1783423556700491520,0.549809455871582,-0.1601104736328125,-0.6309967041015625,-1.0714569091796875
1783423556710411264,0.5597293376922607,0.1211395263671875,-0.8932342529296875,-1.0766754150390625
1783423556720330240,0.569648265838623,0.3600921630859375,-1.0210723876953125,-0.6912384033203125
1783423556730250240,0.5795683860778809,-0.1313629150390625,-0.9407501220703125,-0.45208740234375
1783423556740170240,0.5894882678985596,-0.354827880859375,-0.8813018798828125,-0.4469451904296875
1783423556750089472,0.599407434463501,-0.1824493408203125,-0.817169189453125,-0.333099365234375
1783423556760009216,0.6093273162841797,-0.1718902587890625,-0.8364105224609375,-0.2396240234375
1783423556769928192,0.619246244430542,-0.1651153564453125,-0.8145751953125,-0.11346435546875
1783423556779848448,0.6291663646697998,-0.1595916748046875,-0.8858489990234375,-0.0147857666015625
1783423556789768192,0.6390862464904785,-0.090087890625,-1.02459716796875,0.105438232421875
1783423556799687424,0.6490054130554199,-0.018768310546875,-1.11871337890625,0.1022491455078125
1783423556809607168,0.6589252948760986,0.0919342041015625,-1.10797119140625,-0.054473876953125
1783423556819526400,0.66884446144104,0.158294677734375,-1.02606201171875,-0.2470550537109375
1783423556829446400,0.6787643432617188,0.21221923828125,-0.865325927734375,-0.2594451904296875
1783423556839366400,0.6886844635009766,0.2231292724609375,-0.7381591796875,-0.282745361328125
1783423556849285376,0.6986033916473389,0.159423828125,-0.691741943359375,-0.099578857421875
1783423556859205120,0.7085232734680176,0.1759490966796875,-0.7182769775390625,0.0185699462890625
1783423556869124352,0.718442440032959,0.1709442138671875,-0.78167724609375,0.134429931640625
1783423556879044352,0.7283623218536377,0.2234954833984375,-0.9079132080078125,0.19757080078125
1783423556888964352,0.7382824420928955,0.144317626953125,-0.831939697265625,0.1715850830078125
1783423556898883328,0.7482013702392578,0.3749542236328125,-0.8240509033203125,0.24505615234375
1783423556908803328,0.7581212520599365,0.3401031494140625,-0.97235107421875,0.09088134765625
1783423556918722304,0.7680404186248779,0.32354736328125,-0.9708709716796875,0.12213134765625
1783423556928642304,0.7779603004455566,0.2960205078125,-1.0878448486328125,0.0972137451171875
1783423556938562304,0.7878804206848145,0.2724609375,-1.104827880859375,0.1329803466796875
1783423556948481280,0.7977993488311768,0.2686309814453125,-1.06201171875,0.10614013671875
1783423556958401280,0.8077192306518555,0.260955810546875,-0.9818115234375,0.0626068115234375
1783423556968320256,0.8176383972167969,0.287200927734375,-0.893035888671875,0.0556793212890625
1783423556978240256,0.8275582790374756,0.3061676025390625,-0.8773040771484375,0.05224609375
1783423556988160256,0.8374783992767334,0.2986907958984375,-0.8993377685546875,0.0917205810546875
1783423556998079232,0.8473973274230957,0.2810821533203125,-0.937408447265625,0.11126708984375
1783423557007999488,0.8573174476623535,0.2534332275390625,-0.924407958984375,0.1072540283203125
1783423557017918464,0.8672363758087158,0.2240447998046875,-0.8960113525390625,0.0804901123046875
1783423557027838208,0.8771562576293945,0.200653076171875,-0.88720703125,0.0587310791015625
1783423557037758464,0.8870763778686523,0.202667236328125,-0.8582763671875,0.04376220703125
1783423557047677184,0.8969953060150146,0.21966552734375,-0.82867431640625,0.076171875
1783423557057597440,0.9069154262542725,0.2483673095703125,-0.8425140380859375,0.1509857177734375
1783423557067516416,0.9168343544006348,0.261260986328125,-0.8812255859375,0.246917724609375
1783423557077436160,0.9267542362213135,0.21856689453125,-0.900146484375,0.30859375
1783423557087356416,0.9366743564605713,0.128570556640625,-0.8791046142578125,0.3718414306640625
1783423557097275136,0.9465932846069336,0.0913543701171875,-0.8396148681640625,0.353668212890625
1783423557107195392,0.9565134048461914,0.0788726806640625,-0.7774658203125,0.310791015625
