time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1784633955893849856,-1.1524991989135742,43.73262354103354,-79.38275328473739,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,15.914143797122232,-1.0,-1.0
1784633957082906112,0.03655695915222168,43.73262354103354,-79.38275328473739,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,15.914143797122232,-1.0,-1.0
1784633957095782144,0.049432992935180664,43.73262343984084,-79.38275279958786,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,19.980416614987643,-1.0,-1.0
1784633963122624768,6.076275825500488,43.73262343301789,-79.38275276687648,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,18.376411283823057,-1.0,-1.0
1784633969131484928,12.08513593673706,43.732623432004395,-79.38275276201745,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,17.94511208077441,-1.0,-1.0
1784633970377769984,13.3314208984375,43.73262343177588,-79.38275276092186,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,19.99087937210113,-1.0,-1.0
1784633976383828992,19.337480068206787,43.73262343176033,-79.38275276084734,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,19.190426788350614,-1.0,-1.0
1784633982391584768,25.34523582458496,43.732623431759045,-79.38275276084116,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,19.56855187456542,-1.0,-1.0
1784633988402543104,31.356194019317627,43.73262343175899,-79.3827527608409,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,19.967384865129482,-1.0,-1.0
1784633994421676032,37.37532711029053,43.73262343175899,-79.3827527608409,96.16172036405626,133.57172021146837,-1.0,-1.0,30.0,19.794192833339967,-1.0,-1.0
