time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1782477538006700032,-3.3986589908599854,43.73274512020651,-79.38285320418116,406.3997783944717,443.8097782418838,-1.0,-1.0,310.84253204291525,17.672116430561786,-1.0,-1.0
1782477544063055104,2.657696008682251,43.732745113882245,-79.38285321670409,416.0692384369128,453.47923828432494,-1.0,-1.0,312.0574618384895,15.302392048419959,-1.0,-1.0
1782477550084977152,8.679618120193481,43.73274510944044,-79.38285322549956,430.94626685187046,468.35626669928257,-1.0,-1.0,313.3398278297772,19.91703188760603,-1.0,-1.0
1782477556095097088,14.689738035202026,43.73274510941645,-79.38285322554705,445.83126392729145,483.24126377470355,-1.0,-1.0,314.79072320714874,16.084664469937426,-1.0,-1.0
1782477562107183872,20.70182490348816,43.73274510940872,-79.38285322556237,460.714755988968,498.12475583638013,-1.0,-1.0,316.5183974663448,15.36813868145331,-1.0,-1.0
1782477568118264064,26.712904930114746,43.73274510940512,-79.38285322556949,484.38912621005886,521.799126057471,-1.0,-1.0,318.4444590993775,16.37362871972515,-1.0,-1.0
1782477572881489152,31.47613000869751,43.73274510940431,-79.38285322557108,668.4614135833611,705.8714134307733,-1.0,-1.0,320.01940075748087,16.904993626209862,-1.0,-1.0
1782477578127549184,36.722190141677856,43.73286665067788,-79.38257710761678,0.0,132.87510620763192,-1.0,-1.0,7.898829917153687,3.595014,-1.0,-1.0
1782477578890344192,37.48498511314392,43.73274510940376,-79.38285322557216,900.566223997053,937.9762238444652,-1.0,-1.0,322.09911175917165,15.175616024662787,-1.0,-1.0
1782477584924849152,43.519490003585815,43.732745109403524,-79.38285322557266,1136.4080855658071,1173.8180854132193,-1.0,-1.0,324.419129692653,15.29517233256716,-1.0,-1.0
1782477586591681024,45.18632197380066,43.73274510940345,-79.3828532255728,1198.3761849901323,1235.7861848375444,-1.0,-1.0,325.07710965081156,13.120102181406947,-1.0,-1.0
